Time(s),CH1V,CH4V
-9.000000e-03,6.506667e-02,-4.186667e-02
-8.900000e-03,3.946667e-02,-3.760000e-02
-8.800000e-03,6.933334e-02,-2.026667e-02
-8.700000e-03,4.800000e-02,-3.760000e-02
-8.600000e-03,3.093333e-02,-4.186667e-02
-8.500000e-03,4.800000e-02,-4.186667e-02
-8.400000e-03,1.813333e-02,-2.906667e-02
-8.300000e-03,4.800000e-02,-4.186667e-02
-8.200000e-03,3.520000e-02,-2.906667e-02
-8.100000e-03,1.813333e-02,-5.066667e-02
-8.000000e-03,3.520000e-02,-4.186667e-02
-7.900000e-03,3.520000e-02,-2.906667e-02
-7.800000e-03,3.946667e-02,-4.640000e-02
-7.700000e-03,2.666667e-02,-4.186667e-02
-7.600000e-03,3.520000e-02,-2.026667e-02
-7.500000e-03,3.946667e-02,-2.906667e-02
-7.400000e-03,2.666667e-02,-4.186667e-02
-7.300000e-03,3.520000e-02,-2.480000e-02
-7.200000e-03,5.653333e-02,-2.906667e-02
-7.100000e-03,2.240000e-02,-2.480000e-02
-7.000000e-03,3.520000e-02,-2.906667e-02
-6.900000e-03,3.093333e-02,-2.480000e-02
-6.800000e-03,3.946667e-02,-2.933333e-03
-6.700000e-03,6.080000e-02,-4.186667e-02
-6.600000e-03,4.800000e-02,-4.186667e-02
-6.500000e-03,2.666667e-02,-6.346667e-02
-6.400000e-03,2.240000e-02,-3.760000e-02
-6.300000e-03,5.333333e-03,-1.600000e-02
-6.200000e-03,4.800000e-02,-2.906667e-02
-6.100000e-03,3.946667e-02,-7.466667e-03
-6.000000e-03,3.946667e-02,-3.760000e-02
-5.900000e-03,3.520000e-02,-2.026667e-02
-5.800000e-03,3.520000e-02,-5.920000e-02
-5.700000e-03,2.666667e-02,-2.906667e-02
-5.600000e-03,3.946667e-02,-4.186667e-02
-5.500000e-03,3.093333e-02,-3.760000e-02
-5.400000e-03,3.093333e-02,-3.760000e-02
-5.300000e-03,3.946667e-02,-5.920000e-02
-5.200000e-03,4.800000e-02,-1.600000e-02
-5.100000e-03,6.080000e-02,-3.333334e-02
-5.000000e-03,4.800000e-02,-2.906667e-02
-4.900000e-03,4.373333e-02,-3.333334e-02
-4.800000e-03,3.946667e-02,-2.480000e-02
-4.700000e-03,6.080000e-02,-5.066667e-02
-4.600000e-03,2.666667e-02,-3.760000e-02
-4.500000e-03,5.226667e-02,-2.906667e-02
-4.400000e-03,4.373333e-02,-4.186667e-02
-4.300000e-03,5.226667e-02,-2.026667e-02
-4.200000e-03,3.946667e-02,-3.760000e-02
-4.100000e-03,4.800000e-02,-5.066667e-02
-4.000000e-03,6.933334e-02,-7.466667e-03
-3.900000e-03,6.933334e-02,-3.333334e-02
-3.800000e-03,1.386667e-02,-2.906667e-02
-3.700000e-03,3.946667e-02,-3.760000e-02
-3.600000e-03,4.800000e-02,-4.640000e-02
-3.500000e-03,3.520000e-02,-7.466667e-03
-3.400000e-03,5.226667e-02,-2.906667e-02
-3.300000e-03,2.666667e-02,-3.333334e-02
